feature,importance,importance_std,method
464,0.0,0.0,mutual_info
240,0.0,0.0,mutual_info
241,0.0,0.0,mutual_info
244,0.0,0.0,mutual_info
246,0.0,0.0,mutual_info
248,0.0,0.0,mutual_info
249,0.0,0.0,mutual_info
315,0.0,0.0,mutual_info
317,0.0,0.0,mutual_info
318,0.0,0.0,mutual_info
321,0.0,0.0,mutual_info
322,0.0,0.0,mutual_info
326,0.0,0.0,mutual_info
472,0.0,0.0,mutual_info
473,0.0,0.0,mutual_info
106,0.0,0.0,mutual_info
107,0.0,0.0,mutual_info
108,0.0,0.0,mutual_info
110,0.0,0.0,mutual_info
118,0.0,0.0,mutual_info
476,0.0,0.0,mutual_info
479,0.0,0.0,mutual_info
482,0.0,0.0,mutual_info
484,0.0,0.0,mutual_info
486,0.0,0.0,mutual_info
90,0.0,0.0,mutual_info
93,0.0,0.0,mutual_info
94,0.0,0.0,mutual_info
99,0.0,0.0,mutual_info
101,0.0,0.0,mutual_info
104,0.0,0.0,mutual_info
105,0.0,0.0,mutual_info
496,0.0,0.0,mutual_info
499,0.0,0.0,mutual_info
501,0.0,0.0,mutual_info
503,0.0,0.0,mutual_info
504,0.0,0.0,mutual_info
505,0.0,0.0,mutual_info
75,0.0,0.0,mutual_info
77,0.0,0.0,mutual_info
80,0.0,0.0,mutual_info
81,0.0,0.0,mutual_info
85,0.0,0.0,mutual_info
506,0.0,0.0,mutual_info
512,0.0,0.0,mutual_info
514,0.0,0.0,mutual_info
516,0.0,0.0,mutual_info
520,0.0,0.0,mutual_info
521,0.0,0.0,mutual_info
522,0.0,0.0,mutual_info
523,0.0,0.0,mutual_info
524,0.0,0.0,mutual_info
527,0.0,0.0,mutual_info
529,0.0,0.0,mutual_info
531,0.0,0.0,mutual_info
532,0.0,0.0,mutual_info
280,0.0,0.0,mutual_info
281,0.0,0.0,mutual_info
250,0.0,0.0,mutual_info
251,0.0,0.0,mutual_info
252,0.0,0.0,mutual_info
253,0.0,0.0,mutual_info
254,0.0,0.0,mutual_info
255,0.0,0.0,mutual_info
42,0.0,0.0,mutual_info
44,0.0,0.0,mutual_info
46,0.0,0.0,mutual_info
47,0.0,0.0,mutual_info
49,0.0,0.0,mutual_info
50,0.0,0.0,mutual_info
52,0.0,0.0,mutual_info
54,0.0,0.0,mutual_info
554,0.0,0.0,mutual_info
556,0.0,0.0,mutual_info
236,0.0,0.0,mutual_info
238,0.0,0.0,mutual_info
256,0.0,0.0,mutual_info
258,0.0,0.0,mutual_info
261,0.0,0.0,mutual_info
262,0.0,0.0,mutual_info
264,0.0,0.0,mutual_info
265,0.0,0.0,mutual_info
283,0.0,0.0,mutual_info
536,0.0,0.0,mutual_info
537,0.0,0.0,mutual_info
60,0.0,0.0,mutual_info
66,0.0,0.0,mutual_info
68,0.0,0.0,mutual_info
69,0.0,0.0,mutual_info
13,0.0,0.0,mutual_info
